"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","cnts_prod_id","copn_use_sta_dt","copn_plcy_sta_dt","copn_plcy_end_dt","copn_cnt"
C2600S5,SPOTV 6월 첫달무료_1차_0622,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260624","20260609","20260630",33
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260626","20260520","20260630",1
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260723","20260616","20260831",5
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260731","20260629","20260731",23
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260622","20260519","20260629",22
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인",PPV 등,"20260721","20260630","20260731",15
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인",PPV 등,"20260726","20260622","20260731",5
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,"20260728","20260708","20260831",12
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260624","20260520","20260630",67
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260623","20260520","20260630",1
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"20260724","20260720","20260731",1
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260716","20260520","20260630",1
C2600MB,<힌드의 목소리> 할인쿠폰 프로모션,A1SA1020261000120864,"[힌드의 목소리 런칭] 영화 5,500원 할인",PPV 등,"20260529","20260519","20260630",1
C2600ND,"지상파 월정액 첫달 3,300원_6월 1차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,,"20260526","20260630",498499
C2600U9,[팝업] 밸류애드팀 Btv 업_장기(26.7.8)_1-2차,,,PPV 등,,,,381280
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260523","20260422","20260531",63
C2600LX,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_1(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),PM30000107,"20260525","20260515","20260525",118
C2600WH,<군체> 할인쿠폰 프로모션,A1SA1020261000121563,[군체 런칭] 영화 20% 할인,PPV 등,,"20260716","20260831",18685
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260729","20260629","20260731",59
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인",PPV 등,"20260729","20260708","20260831",91
C2600M0,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_4(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),PM30000107,"20260523","20260515","20260525",14
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260517","20260422","20260531",73
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",PPV 등,"20260718","20260708","20260831",16
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인",PPV 등,"20260620","20260526","20260630",8
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260622","20260519","20260629",5
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260623","20260519","20260629",31
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260527","20260422","20260531",44
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260529","20260421","20260531",21
C2600TH,<살목지> 할인쿠폰 프로모션,A1SA1020261000121380,"[살목지 런칭] 영화 3,300원 할인",PPV 등,"20260706","20260629","20260731",20
C2600MB,<힌드의 목소리> 할인쿠폰 프로모션,A1SA1020261000120864,"[힌드의 목소리 런칭] 영화 5,500원 할인",PPV 등,"20260528","20260519","20260630",5
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260715","20260609","20260731",15
C2600WI,<뮌터 & 칸딘스키 - 사랑의 초상> 할인쿠폰 프로모션,A1SA1020261000121560,"[뮌터 & 칸딘스키 - 사랑의 초상 런칭] 영화 5,500원 할인",PPV 등,"20260802","20260716","20260831",3
C2600MB,<힌드의 목소리> 할인쿠폰 프로모션,A1SA1020261000120864,"[힌드의 목소리 런칭] 영화 5,500원 할인",PPV 등,"20260525","20260519","20260630",5
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260601","20260526","20260630",1
C2600LY,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_2(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),PM30000107,,"20260515","20260525",788671
C2600PG,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-4차,,,PPV 등,,,,398817
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인",PPV 등,"20260516","20260421","20260531",20
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260608","20260119","20261231",525
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260615","20260119","20261231",228
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",PPV 등,"20260628","20260615","20260731",21
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인",PPV 등,"20260731","20260708","20260831",84
C2600PQ,통합 월정액 첫달 무료_6월 3차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260618","20260526","20260630",146
C2600L8,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_2(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260514","20260507","20260517",27
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,PPV 등,"20260515","20260430","20260524",10
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260610","20260519","20260629",11
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260608","20260519","20260629",23
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",PPV 등,"20260710","20260708","20260831",5
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",PPV 등,"20260701","20260622","20260731",11
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260711","20260626","20260731",55
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,"20260721","20260714","20260722",69
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260723","20260629","20260731",20
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",PPV 등,"20260715","20260708","20260831",16
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260627","20260520","20260630",2
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260711","20260629","20260731",6
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260621","20260520","20260630",9
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260626","20260520","20260630",1
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,PM30000107,"20260613","20260528","20260712",2
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260621","20260609","20260731",8
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,"20260729","20260708","20260831",6
C2600P7,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_3,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260616","20260520","20260630",3
C2600WC,"지상파 월정액 3개월 5,500원_7월 3차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260704","20260629","20260731",2
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260531","20260526","20260630",1
C2600MF,AI커머스광고 5월 프로모션,,,PPV 등,,,,856555
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,PPV 등,,,,795614
C2600OL,"지상파 월정액 첫달 3,300원_6월 2차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,,"20260526","20260630",499457
C2600JD,"2605_무빙 연장 동의_TV팝업_6차",,,PPV 등,,,,4499
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,,"20260526","20260614",272699
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월",PM30000107,"20260704","20260526","20260731",107
C2600ND,"지상파 월정액 첫달 3,300원_6월 1차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260604","20260526","20260630",108
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인",PPV 등,"20260609","20260518","20260630",34
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",PPV 등,"20260704","20260605","20260731",58
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260709","20260626","20260731",55
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260610","20260520","20260531",35
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260516","20260507","20260517",22
C2600PZ,SPOTV 6월 첫달무료_1차_0612,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260619","20260609","20260630",150
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인",PPV 등,"20260610","20260518","20260630",50
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260627","20260520","20260630",4
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260630","20260624","20260705",114
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260714","20260624","20260731",25
C2600T9,"26년 6월 B tv+ 할인 연장 캠페인_8월할인 7,700원",A1CP1020261000121368,"[가입 유지 선물] B tv+ 월 7,700원 이용 혜택 6개월 자동 연장_6월",PPV 등,"20260815","20260625","20260731",8
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인",PPV 등,"20260627","20260605","20260731",20
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260703","20260624","20260731",23
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260531","20260421","20260531",19
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260622","20260119","20261231",13
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,PPV 등,"20260530","20260520","20260609",42
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인",PPV 등,"20260705","20260605","20260731",7
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인",PPV 등,"20260529","20260430","20260531",2
C2600UF,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_4",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260712","20260624","20260731",3
C2600PQ,통합 월정액 첫달 무료_6월 3차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260623","20260526","20260630",1
C2600R4,<피어스> 할인쿠폰 프로모션,A1SA1020261000121258,"[피어스 런칭] 영화 5,500원 할인",PPV 등,"20260715","20260615","20260731",1
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260729","20260626","20260731",1
C2600O9,"26년 6월_B tv+ 비플리_UI 541 이하_배너",DummyOffer,,PPV 등,,,,275576
C2600PI,"2606_무빙 연장 동의_TV팝업_11차",,,PPV 등,,,,4156
C2600TR,신작혜택파티 프로모션 타겟안내,,,PPV 등,,,,11712
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,,"20260622","20260731",383558
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260612","20260526","20260630",108
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260614","20260520","20260531",101
C2600T8,<살목지(2차)> 할인쿠폰 프로모션,A1SA1020261000121161,"[살목지 런칭] 영화 4,444원 할인",PPV 등,,"20260605","20260731",338
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260705","20260624","20260731",29
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,"20260725","20260721","20260726",110
C2600S0,SPOTV 6월 첫달무료_2차_0620,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260621","20260609","20260630",111
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260616","20260520","20260630",46
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260508","20260422","20260531",35
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인",PPV 등,"20260618","20260518","20260630",22
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260624","20260520","20260630",30
C2600OL,"지상파 월정액 첫달 3,300원_6월 2차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260612","20260526","20260630",24
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260626","20260519","20260629",32
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260726","20260622","20260731",57
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",PPV 등,"20260704","20260615","20260731",26
