"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","pt_dt","cl","copn_plcy_sta_dt","copn_plcy_end_dt","cnts_prod_id","cnt"
C2600W7,"7월 성인 1+1 이열치열 프로모션 (7/21~/20)",A1SA1020261000121561,"[1+1 이열치열 이벤트] 3,300원 할인 쿠폰","20260727",SMART,"20260716","20260831",PPV 등,686
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260524",SMART,"20260422","20260531",PM30000154,401
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260704",SMART,"20260609","20260731",PPV 등,53
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260716",SMART,"20260629","20260731",PM30000150,600
C2600KM,"지상파 월정액 3개월 내내 5,500원_5월 3차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260527",SMART,"20260422","20260531",PM30000150,91
C2600Q4,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,SMART,"20260609","20260731",PPV 등,18
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260610",SMART,"20260519","20260629",PM30000150,92
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260704",SMART,"20260626","20260731",PPV 등,24
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120869,[FREE PASS] SPOTV 프라임패키지 1개월 무료_26년6월,"20260613",SMART,"20260519","20260629",PM35000007,42
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260622",SMART,"20260519","20260629",PM30000150,49
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260707",SMART,"20260615","20260731",PPV 등,27
C2600KD,[주기성/쿠폰] <프로젝트헤일메리&인생SF전> 할인쿠폰 프로모션,A1PR1020261000120752,[프로젝트헤일메리] 인생SF영화 추가 30% 할인,"20260518",SMART,"20260430","20260524",PPV 등,48
C2600MB,<힌드의 목소리> 할인쿠폰 프로모션,A1SA1020261000120864,"[힌드의 목소리 런칭] 영화 5,500원 할인","20260520",SMART,"20260519","20260630",PPV 등,1
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260622",SMART,"20260518","20260630",PPV 등,7
C2600KM,"지상파 월정액 3개월 내내 5,500원_5월 3차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260507",SMART,"20260422","20260531",PM30000150,1
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인","20260510",SMART,"20260428","20260531",PPV 등,1
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260703",SMART,"20260615","20260731",PPV 등,1
C2600LH,[팝업] 밸류애드팀 STB 교체(26.5.18)_3-1차,,,,SMART,,,PPV 등,298956
C2600KW,[팝업] 밸류애드팀 Btv 업_단기(26.5.12)_2-2차,,,,SMART,,,PPV 등,291390
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260626",SMART,"20260520","20260630",PM30000107,336213
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260529",SMART,"20260119","20261231",PM30000269,43309
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260611",SMART,"20260526","20260630",PPV 등,45316
C2600SA,SPOTV 6월 첫달무료_1차_0623,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260629",SMART,"20260609","20260630",PM35000007,38859
C2600PR,"26년 6월_B tv+ 파격할인_UI 541 이상_1",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택","20260610",SMART,"20260526","20260614",PM30000107,27687
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260625",SMART,"20260526","20260630",PM30000150,6572
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260613",SMART,"20260520","20260531",PM30000107,4441
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260607",SMART,"20260526","20260630",PM30000176,4645
C2600LZ,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_3(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260522",SMART,"20260515","20260525",PM30000107,1806
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260605",SMART,"20260119","20261231",PM30000269,2297
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260708",SMART,"20260622","20260731",PM30000154,1194
C2600WC,"지상파 월정액 3개월 5,500원_7월 3차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260724",SMART,"20260629","20260731",PM30000150,3129
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)","20260629",SMART,"20260624","20260705",PM30000107,597
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260722",SMART,"20260708","20260831",PPV 등,487
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260603",SMART,"20260519","20260629",PM30000150,48
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260613",SMART,"20260520","20260630",PM30000107,303
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,SMART,"20260626","20260731",PPV 등,459
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인","20260711",SMART,"20260616","20260831",PPV 등,33
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120869,[FREE PASS] SPOTV 프라임패키지 1개월 무료_26년6월,"20260609",SMART,"20260519","20260629",PM35000007,285
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260603",SMART,"20260518","20260630",PPV 등,26
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260726",SMART,"20260626","20260731",PPV 등,35
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260531",SMART,"20260519","20260629",PM30000107,11
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인","20260621",SMART,"20260605","20260731",PPV 등,8
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260710",SMART,"20260629","20260731",PM30000269,5
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인","20260518",SMART,"20260421","20260531",PPV 등,7
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260604",SMART,"20260526","20260630",PPV 등,27
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260627",SMART,"20260528","20260712",PM30000107,3
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260701",SMART,"20260615","20260731",PPV 등,1
C2600MV,[팝업] 밸류애드팀 Btv 업_장기(26.5.27)_4-1차,,,,SMART,,,PPV 등,404884
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택","20260610",SMART,"20260526","20260614",PM30000107,126259
C2600V3,[팝업] 밸류애드팀 Btv 업_단기(26.7.14)_2-3차,,,,SMART,,,PPV 등,135804
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260611",SMART,"20260520","20260531",PM30000107,11573
C2600U7,[팝업] B tv 스탠다드+(조합형)_(26.7.7)_1-1차,,,,SMART,,,PPV 등,442585
C2600XC,비캐시 혜택위크 프로모션 안내(1),,,,SMART,,,PPV 등,1232993
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260616",SMART,"20260520","20260630",PM30000107,2106
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260607",SMART,"20260520","20260630",PM30000107,1815
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260713",SMART,"20260622","20260731",PM30000154,5107
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260613",SMART,"20260526","20260630",PM30000150,3613
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260704",SMART,"20260609","20260731",PPV 등,535
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260731",SMART,"20260708","20260831",PPV 등,208
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",,SMART,"20260622","20260731",PPV 등,89
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰","20260613",SMART,"20260609","20260731",PPV 등,44
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,"20260608",SMART,"20260519","20260629",PM30000269,28
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인","20260705",SMART,"20260605","20260731",PPV 등,16
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260613",SMART,"20260518","20260630",PPV 등,33
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인","20260727",SMART,"20260708","20260831",PPV 등,20
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인","20260720",SMART,"20260622","20260731",PPV 등,13
C2600MB,<힌드의 목소리> 할인쿠폰 프로모션,A1SA1020261000120864,"[힌드의 목소리 런칭] 영화 5,500원 할인","20260526",SMART,"20260519","20260630",PPV 등,2
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인","20260523",SMART,"20260428","20260531",PPV 등,1
C2600L9,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_3(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),"20260515",SMART,"20260507","20260517",PM30000107,160007
C2600NV,[팝업] B tv 스탠다드+(조합형)_(26.6.2)_1-1차,,,,SMART,,,PPV 등,439917
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260620",SMART,"20260119","20261231",PM30000269,34963
C2600NE,통합 월정액 첫달 무료_6월 1차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260627",SMART,"20260526","20260630",PM30000176,15466
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260510",SMART,"20260421","20260531",PM30000269,866
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260627",SMART,"20260519","20260629",PM30000107,4773
C2600WD,통합 월정액 3개월 내내 80% 할인,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),,SMART,"20260720","20260731",PM30000176,221820
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,"20260626",SMART,"20260520","20260630",PM30000107,4092
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260616",SMART,"20260520","20260630",PM30000107,1514
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260617",SMART,"20260520","20260630",PM30000107,789
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260614",SMART,"20260520","20260630",PM30000107,3321
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260626",SMART,"20260526","20260630",PM30000150,1765
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),"20260703",SMART,"20260618","20260706",PPV 등,73
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260731",SMART,"20260622","20260731",PM30000154,1128
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260730",SMART,"20260629","20260731",PM30000269,6566
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260709",SMART,"20260624","20260731",PM30000107,4661
C2600W2,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_3",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)","20260718",SMART,"20260714","20260722",PM30000107,6651
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260717",SMART,"20260629","20260731",PM30000150,580
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260505",SMART,"20260421","20260531",PM30000269,414
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260724",SMART,"20260624","20260731",PM30000107,161
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260610",SMART,"20260526","20260630",PM30000150,176
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260610",SMART,"20260519","20260629",PM30000107,71
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260601",SMART,"20260520","20260630",PM30000107,23
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260609",SMART,"20260519","20260629",PM30000107,126
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260611",SMART,"20260520","20260630",PM30000107,125
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,"20260602",SMART,"20260519","20260629",PM30000154,38
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,"20260614",SMART,"20260519","20260629",PM30000154,39
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인","20260727",SMART,"20260708","20260831",PPV 등,8
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인",,SMART,"20260428","20260531",PPV 등,17
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인","20260516",SMART,"20260512","20260531",PPV 등,3
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260615",SMART,"20260526","20260630",PPV 등,5
C2600OO,"26년 6월_B tv+ 국내여행_(6/3)_89",DummyOffer,,,SMART,,,PPV 등,540934
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,,SMART,"20260520","20260630",PM30000107,187577
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),,SMART,"20260507","20260517",PM30000107,82296
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260608",SMART,"20260119","20261231",PM30000269,22920
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,"20260706",SMART,"20260629","20260731",PM30000269,11916
C2600PF,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-3차,,,,SMART,,,PPV 등,145369
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),"20260513",SMART,"20260507","20260517",PM30000107,3998
C2600QF,[팝업] 밸류애드팀 Btv 업_장기(26.6.17)_3-3차,,,,SMART,,,PPV 등,376279
